SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,SumIat,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
82.28.221.2,17920,10.8.8.130,38619,6,4325376,10797042308,10,66,150,848,5557452,6
23.192.162.186,443,10.8.8.178,46890,6,4325376,116856677398,28,66,1374,7892,18471789,0
65.55.223.48,40021,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.130,43462,207.241.236.176,80,6,4325376,3007219639,244,66,248,17750,4767475,0
10.8.8.246,63999,224.0.0.252,5355,17,4194304,413806756,2,64,64,128,4194304,6
10.8.0.6,47314,23.23.138.128,443,6,4325376,25045546274,4,66,66,264,4325376,0
65.55.223.41,40028,10.8.8.178,15685,17,4063232,36575393107625,2,62,62,124,4063232,6
209.148.205.32,80,10.8.8.138,41299,6,4325376,257933795502,7,66,66,462,4325376,5
54.192.55.216,443,10.8.8.138,47640,6,4325376,951496064,3,66,97,229,5002581,5
10.8.8.130,49539,176.233.91.255,59205,17,0,0,1,60,60,60,3932160,-1
213.199.179.175,40024,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
106.185.90.133,52271,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
131.202.240.150,37539,74.125.226.38,443,6,4325376,29775990305,2,66,66,132,4325376,5
10.8.8.130,59064,207.241.227.188,80,6,4325376,13887197579,1323,66,289,95319,4721712,0
111.221.77.159,40005,10.8.8.134,15685,17,0,0,1,63,63,63,4128768,-1
118.69.78.120,47895,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.130,45198,216.58.210.14,443,6,4325376,4247744225,14,66,269,1533,7176192,0
10.8.8.134,15685,118.19.21.208,5600,17,0,0,1,60,60,60,3932160,-1
10.8.8.130,55783,207.241.224.2,80,6,4325376,1434641035,4,66,223,429,7028736,4
64.233.184.16,465,10.8.8.110,37389,6,3932160,2261321841,20,60,304,2193,7186022,0
10.8.8.130,59709,207.241.228.122,80,6,4325376,4796720883,344,66,366,25700,4896148,0
10.8.0.6,40273,213.199.179.152,40019,17,4915200,1954863886275,2,75,75,150,4915200,6
173.252.79.90,443,10.8.0.10,57629,6,4325376,177884516112,5,66,170,518,6789529,6
10.8.8.138,56559,208.117.251.116,443,6,4325376,85002838459,1079,66,1374,77028,4678505,0
10.8.8.130,49539,201.41.74.189,50307,17,0,0,1,60,60,60,3932160,-1
209.148.205.16,80,10.8.8.138,58761,6,4325376,210922180550,6,66,66,396,4325376,5
10.8.8.130,49539,85.102.176.111,27491,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,45451,74.125.226.33,443,17,5177344,225037654,2,79,1392,1471,48201728,5
10.8.8.130,49539,192.99.17.53,13601,17,0,0,1,60,60,60,3932160,-1
10.8.8.134,15685,128.78.14.125,26965,17,4194304,1374076041012,8,64,64,512,4194304,2
207.241.236.176,80,10.8.8.130,43557,6,4325376,10144951815,808,66,1374,1102678,89437011,5
10.8.8.130,38653,82.28.221.2,17920,6,4325376,3598555174,13,66,143,1081,5449570,2
10.8.8.138,33262,74.125.226.40,443,17,5373952,521655488,10,79,1392,8366,54827417,5
216.58.210.14,443,10.8.8.130,45202,6,4325376,4310385654,13,66,1374,5155,25987544,0
10.8.8.130,51413,45.79.106.62,6881,17,6553600,20738137515,2,100,139,239,7831552,4
74.125.226.32,443,10.8.8.138,51784,17,65273856,23846344160,10,74,1392,8516,55810457,5
10.8.8.130,49539,46.98.29.181,19033,17,0,0,1,60,60,60,3932160,-1
207.241.227.212,80,10.8.8.130,33843,6,4325376,24135843775,2416,66,1374,3307555,89720167,0
111.221.77.159,40005,10.8.8.130,49539,17,31981568,1359989464497,3,488,488,1464,31981568,2
74.125.226.40,443,10.8.8.138,52699,6,4325376,240623181734,20,66,1374,5733,18785894,0
10.8.8.138,48596,204.236.238.164,1592,6,3932160,6419127750,2230,60,1374,3045294,89496137,0
10.8.8.130,59141,207.241.227.188,80,6,4325376,9350689845,1193,66,296,82513,4532751,0
10.8.8.178,36920,31.13.90.6,443,6,3932160,63340583024,10,60,111,800,5242880,0
10.8.8.138,39094,74.125.226.33,443,17,5177344,90244908693,17,79,1392,7335,28276856,5
10.8.8.138,59322,74.125.226.38,443,17,5177344,91359849943,16,79,581,5116,20955136,5
10.8.8.222,61133,161.69.13.21,443,6,3932160,105117227240,16,60,787,2557,10473472,3
10.8.8.138,59880,204.236.238.164,1878,6,4325376,4587096271,149,66,349,10932,4808319,2
4.53.160.75,123,10.8.8.134,37700,17,0,0,1,90,90,90,5898240,-1
10.8.8.130,49539,176.180.12.77,59973,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.55.235.154,40029,17,0,0,1,76,76,76,4980736,-1
10.8.8.130,33838,207.241.227.212,80,6,4325376,4708686857,361,66,249,24379,4425767,0
208.117.251.116,443,10.8.8.138,56610,6,4325376,154497944436,6038,66,1374,8258014,89631865,0
65.55.223.14,40029,10.8.8.134,15685,17,4063232,2702869189468,2,62,62,124,4063232,6
142.165.133.217,49698,10.8.8.130,51413,17,21692416,116526412788,3,112,361,804,17563648,4
10.8.0.10,46976,173.252.79.90,443,6,4325376,178046131964,8,66,218,732,5996544,6
10.8.0.10,18420,111.221.74.31,40033,17,5570560,3437039794892,4,74,85,320,5242880,6
173.194.123.3,443,10.8.0.10,40561,6,4325376,27055559609571,59,60,1404,27608,30666404,0
10.8.8.138,46612,74.125.226.37,443,17,5177344,90252680624,16,79,1392,6391,26177536,5
10.8.8.110,39036,63.245.216.132,443,6,3932160,6296275320,12,60,396,1296,7077888,0
10.8.0.6,40273,157.55.235.155,40033,17,5111808,2650278849205,2,78,78,156,5111808,6
10.8.8.130,51413,86.60.222.35,6881,17,0,0,1,139,139,139,9109504,-1
125.58.100.153,17498,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.246,56124,224.0.0.252,5355,17,4194304,411702905,2,64,64,128,4194304,6
10.8.8.130,49539,188.77.56.157,10622,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,55586,74.125.226.72,443,17,5177344,1029066303,7,79,1392,2676,25053476,5
10.8.8.246,63029,224.0.0.252,5355,17,4194304,418041125,2,64,64,128,4194304,6
10.8.0.6,40273,188.76.51.188,29757,17,10551296,2271418431395,15,154,166,2415,10551296,6
104.156.85.217,443,10.8.8.138,33967,6,4325376,24489356571,4,66,97,295,4833280,5
157.55.130.147,40019,10.8.0.10,18420,17,4063232,2670565054882,2,62,62,124,4063232,6
10.8.8.138,54977,74.125.226.35,443,6,4325376,240624716637,20,66,328,1974,6468403,0
10.8.8.138,51243,23.52.152.64,443,6,3932160,81399721580,5,60,66,318,4168089,5
10.8.8.130,49539,213.199.179.153,40033,17,30343168,10031992733361,78,63,463,6760,5679786,2
10.8.8.110,37406,64.233.184.16,465,6,4325376,2289205698,15,66,583,2343,10236723,0
10.8.8.130,51279,207.241.224.2,443,6,4325376,5934625624,31,66,330,2715,5739685,0
10.8.0.10,18420,111.221.77.151,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,56603,208.117.251.116,443,6,4325376,85276972793,1527,66,1374,106596,4574902,0
10.8.8.138,58789,209.148.205.16,80,6,4325376,257834158582,8,66,66,528,4325376,5
10.8.8.130,49539,178.24.179.187,43347,17,0,0,1,60,60,60,3932160,-1
173.194.123.8,443,10.8.0.14,34659,6,3932160,72835680927,28,60,1404,7190,16828708,0
108.237.134.2,7124,10.8.8.134,15685,17,4128768,1072387183101,530,62,573,110333,13642987,2
54.243.70.179,443,10.8.8.138,42086,6,4325376,135927729540,53,66,1374,19184,23721558,0
10.8.0.6,40273,111.221.77.159,40005,17,0,0,1,76,76,76,4980736,-1
10.8.8.246,52239,224.0.0.252,5355,17,4194304,412118130,2,64,64,128,4194304,6
10.8.8.130,51413,185.87.145.25,49001,17,0,0,1,139,139,139,9109504,-1
70.100.90.44,14783,10.8.8.134,60077,6,4325376,62761459880,116,66,137,8013,4527068,2
216.58.210.35,443,10.8.8.178,59252,6,3932160,60065387621,248,60,1374,317911,84010545,5
10.8.0.10,0,173.194.76.127,0,1,0,0,1,174,174,174,11403264,-1
10.8.8.246,56137,224.0.0.252,5355,17,4194304,411719361,2,64,64,128,4194304,6
10.8.8.134,33103,69.181.136.22,57191,6,4587520,963849171283,1487,66,595,169795,7483312,2
10.8.8.130,51989,157.56.192.53,443,6,4325376,21657623889,30,66,1374,9297,20309606,0
157.56.52.48,40020,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.130,46070,239.255.255.250,1900,17,11403264,7944,2,174,175,349,11436032,2
82.28.221.2,17920,10.8.8.130,49539,17,4128768,818677598185,12,63,63,756,4128768,2
10.8.8.138,35968,75.101.155.12,22,6,4325376,137875616215,5562,66,1374,464783,5476450,3
10.8.0.6,57025,173.194.123.121,80,6,4325376,200607796344,8,66,66,528,4325376,0
46.118.144.29,44657,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.0.14,56645,173.194.207.127,19302,17,4063232,3443358928578,344,62,62,21328,4063232,2
208.117.251.116,443,10.8.8.138,56550,6,4325376,317755455093,22726,66,1374,31139183,89797478,5
10.8.8.222,61149,131.202.6.26,13000,6,3932160,2776820296,15,60,1374,6495,28377088,5
208.117.251.116,443,10.8.8.138,56599,6,4325376,10420208636,5,66,203,475,6225920,5
10.8.0.14,56346,216.58.219.206,443,6,4325376,59036849756,16,66,1404,4085,16732160,0
10.8.8.138,39891,23.235.40.143,443,6,4325376,10446867100,5,66,74,338,4430233,5
74.125.226.37,443,10.8.8.138,33367,17,8716288,1095173129,115,73,1392,151642,86417479,5
113.144.223.58,19078,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
81.137.205.196,23528,10.8.8.130,48846,6,3932160,62184918123,34,60,123,2391,4608722,6
10.8.8.130,51012,173.194.113.48,443,6,4325376,469775017,8,66,268,864,7077888,0
157.55.56.156,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,54454,74.125.226.56,443,17,5373952,514295219,4,79,1392,1924,31522816,5
173.194.123.0,443,10.8.0.14,36528,6,3932160,58923537541,20,60,1404,6065,19873792,0
64.4.23.168,40013,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
216.58.219.225,443,10.8.0.10,33920,6,4325376,257172852,9,66,1404,4553,33153934,0
10.8.8.134,15685,149.129.64.230,40919,17,0,0,1,60,60,60,3932160,-1
91.190.216.125,12350,10.8.0.6,57964,6,3932160,668586935,3,60,66,186,4063232,6
10.8.8.130,33781,207.241.227.212,80,6,4325376,21568355949,2594,66,255,183565,4637669,0
81.136.18.150,19483,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,17500,255.255.255.255,17500,17,17825792,33169851491140,354,272,272,96288,17825792,3
10.8.0.10,58224,74.125.226.0,80,6,4325376,155659975428,23,66,503,2400,6838539,0
10.8.8.178,52204,216.58.208.35,443,6,4325376,59189411939,13,66,583,1752,8832236,0
10.8.8.130,51413,95.211.174.140,6881,17,0,0,1,139,139,139,9109504,-1
176.116.56.122,6037,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
173.194.123.7,443,10.8.0.14,46744,6,3932160,58716432718,21,60,1404,6225,19426742,0
10.8.0.14,43655,173.194.123.15,443,6,4325376,240109510331,21,66,375,2404,7502311,0
10.8.8.130,51413,177.133.138.21,50206,17,0,0,1,139,139,139,9109504,-1
10.8.0.14,39955,216.58.219.238,443,6,4325376,240112229110,39,66,276,3397,5708353,0
10.8.0.10,18420,213.199.179.159,40005,17,5570560,3436809168495,3,74,85,235,5133653,6
213.199.179.159,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
91.190.216.125,12350,10.8.8.130,38181,6,3932160,18449416727,39,60,170,3025,5083241,2
173.194.123.3,443,10.8.0.14,42725,6,3932160,87654770260,33,60,366,3797,7540611,0
10.8.8.130,59132,207.241.227.188,80,6,4325376,25005727958,1381,66,296,97539,4628758,0
207.241.237.128,80,10.8.8.130,47776,6,4325376,6707186552,809,66,1374,1102762,89333263,0
2.135.130.83,0,10.8.8.130,0,1,0,0,1,126,126,126,8257536,-1
10.8.8.246,61498,224.0.0.252,5355,17,4194304,414280745,2,64,64,128,4194304,6
179.57.58.176,39640,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
173.194.123.0,443,10.8.0.10,42399,6,4325376,241695186,6,66,1404,4318,47164074,0
23.63.99.210,443,10.8.8.178,43066,6,4325376,115587954477,35,66,1374,25223,47228986,0
213.199.179.168,40013,10.8.0.6,40273,17,4063232,2074146709281,2,62,62,124,4063232,6
10.8.0.14,58690,216.58.219.225,443,6,4325376,58838972355,17,66,417,2114,8149594,0
10.8.8.110,37444,64.233.184.16,465,6,4325376,2260156316,16,66,583,2427,9940992,0
65.55.223.27,40034,10.8.8.130,49539,17,4063232,10031241639132,5,62,63,312,4089446,2
10.8.8.138,45849,204.236.238.164,1781,6,3932160,44648728877,31669,60,1374,43402958,89818316,0
10.8.8.138,58883,74.125.226.33,443,6,4325376,240651155421,16,66,583,1815,7434240,0
10.8.0.14,53784,216.58.219.229,443,6,4325376,59442751712,19,66,1404,4216,14542093,0
10.8.8.138,33754,104.156.85.217,443,6,4325376,19338064875,4,66,66,264,4325376,5
10.8.8.138,60619,204.236.238.164,1488,6,4325376,2165854320,126,66,301,8842,4598962,2
10.8.8.138,54426,204.236.238.164,1759,6,4325376,4484633795,497,66,295,33408,4405285,0
10.8.0.6,40273,64.4.23.141,40007,17,0,0,1,80,80,80,5242880,-1
10.8.8.222,58502,224.0.0.252,5355,17,4194304,412424906,2,64,64,128,4194304,6
10.8.8.134,15685,121.157.71.247,26752,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,40273,64.4.23.152,40002,17,0,0,1,74,74,74,4849664,-1
126.88.18.197,15249,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
74.125.226.0,80,10.8.0.10,58224,6,4325376,155646085616,20,66,847,2890,9469952,0
216.58.210.46,443,10.8.8.178,39796,6,4325376,560370425901,562,66,1374,54377,6341016,0
216.58.219.238,443,10.8.0.14,39986,6,3932160,58774469027,23,60,1404,6507,18540989,0
10.8.0.10,18420,10.8.0.6,34575,6,4325376,11581571460626,269,66,753,22447,5468723,0
10.8.0.10,18420,65.55.223.41,40028,17,0,0,1,76,76,76,4980736,-1
157.55.56.168,40013,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.134,15685,114.30.118.111,43115,17,0,0,1,60,60,60,3932160,-1
141.219.235.176,60830,10.8.0.6,42868,6,4325376,11183106708,8,66,135,663,5431296,6
10.8.8.138,52699,74.125.226.40,443,6,4325376,240624274521,20,66,328,1984,6501171,0
207.241.227.188,80,10.8.8.130,59064,6,4325376,13758871887,2222,66,1374,3039849,89657760,0
10.8.0.6,37646,74.125.226.187,80,6,4325376,199760023643,8,66,66,528,4325376,0
10.8.8.138,50676,204.236.238.164,1838,6,4325376,4523221271,175,66,205,11948,4474423,2
173.194.67.16,465,10.8.8.234,37846,6,3932160,3112508344,20,60,302,2191,7179468,0
176.221.7.4,63980,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.0.10,37314,173.194.123.31,443,6,3932160,118959138,14,60,267,1345,6296137,0
173.194.67.16,465,10.8.8.234,37865,6,3932160,3310242761,20,60,302,2191,7179468,0
10.8.0.6,40273,64.4.23.151,40023,17,12386304,1605234813995,8,83,245,1455,11919360,6
209.148.205.41,80,10.8.8.138,57839,6,4325376,10799355946,2,66,74,140,4587520,5
10.8.8.110,37415,64.233.184.16,465,6,4325376,2296514280,17,66,583,2466,9506575,0
10.8.8.130,51413,115.64.226.69,7881,17,0,0,1,139,139,139,9109504,-1
10.8.8.246,64331,224.0.0.252,5355,17,4194304,414242253,2,64,64,128,4194304,6
10.8.0.6,40273,157.55.130.176,40029,17,0,0,1,76,76,76,4980736,-1
10.8.8.178,40023,137.117.177.33,443,6,4325376,788971000,11,66,333,1420,8460101,0
208.117.251.116,443,10.8.8.138,56603,6,4325376,85370028857,2174,66,1374,2968556,89488172,0
204.236.238.164,1768,10.8.8.138,59113,6,4325376,2347010478,113,66,1374,11692,6780946,0
10.8.8.134,15685,157.56.52.27,40034,17,5046272,499619749859,3,77,77,231,5046272,2
111.221.74.17,40011,10.8.0.6,40273,17,0,0,1,518,518,518,33947648,-1
10.8.8.138,43535,185.2.220.137,80,6,4325376,71161792844,456,66,729,34713,4988928,0
10.8.0.10,45467,91.189.89.22,443,6,4325376,778991791,17,66,263,1705,6572875,0
10.8.8.222,65527,224.0.0.252,5355,17,4194304,413963998,2,64,64,128,4194304,6
10.8.8.130,47795,207.241.237.128,80,6,4325376,10191058947,571,66,293,40671,4667976,0
207.241.228.122,80,10.8.8.130,59713,6,3932160,3858181090,408,60,1374,549321,88236032,0
216.58.208.46,443,10.8.8.178,38264,6,3932160,188955479361,2968,60,1374,3683800,81341481,5
216.58.210.35,443,10.8.8.178,59245,6,3932160,59025525351,13,60,212,1190,5999064,0
10.8.8.138,54688,74.125.226.35,443,6,4325376,104335227074,4,66,66,264,4325376,5
10.8.0.6,40273,111.221.77.154,40028,17,0,0,1,75,75,75,4915200,-1
173.194.76.127,19305,10.8.0.10,58241,17,9568256,2911841814058,2995,146,146,437270,9568256,6
10.8.8.130,34920,216.58.210.3,443,6,4325376,86563870369,426,66,583,29730,4573674,0
78.56.120.78,62980,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
174.62.248.162,2276,10.8.8.134,15685,17,0,0,1,64,64,64,4194304,-1
10.8.0.6,37315,91.190.218.59,12350,6,4325376,3675092084743,18,66,363,1761,6411605,0
10.8.0.6,40273,64.4.23.158,40002,17,0,0,1,81,81,81,5308416,-1
10.8.8.178,59903,216.58.210.46,80,6,4325376,128502003282,23,66,503,3274,9328907,0
23.235.44.143,443,10.8.8.138,49926,6,4325376,16044421258,4,66,97,295,4833280,5
10.8.8.130,51413,177.32.19.111,33619,17,0,0,1,139,139,139,9109504,-1
74.125.226.73,443,10.8.8.138,56155,6,4325376,240666052199,18,66,1374,5601,20392618,5
10.8.8.130,33853,207.241.227.212,80,6,4325376,7853188756,686,66,253,47852,4571470,0
10.8.0.6,40273,90.163.21.193,34347,17,9895936,2447682168094,24,150,151,3612,9863168,6
207.241.228.122,80,10.8.8.130,59708,6,3932160,6022387522,406,60,1374,551458,89015644,0
10.8.8.130,51280,207.241.224.2,443,6,4325376,5959153343,32,66,330,2788,5709824,0
10.8.8.130,49539,92.2.166.128,23516,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.56.52.39,40026,17,4980736,2650263897657,2,76,76,152,4980736,6
10.8.8.134,15685,65.96.241.110,2332,17,0,0,1,60,60,60,3932160,-1
63.245.217.160,443,10.8.8.178,54881,6,4325376,6284856727,7,66,227,631,5907602,0
10.8.0.6,40273,111.221.77.152,40015,17,0,0,1,74,74,74,4849664,-1
10.8.8.130,33783,207.241.227.212,80,6,4325376,4206400002,999,66,255,81795,5365883,0
10.8.8.130,59047,207.241.227.188,80,6,4325376,1937673438,14,66,277,1239,5799936,0
10.8.8.222,55795,224.0.0.252,5355,17,4194304,415552797,2,64,64,128,4194304,6
10.8.8.222,57227,224.0.0.252,5355,17,4194304,411710036,2,64,64,128,4194304,6
207.241.228.122,80,10.8.8.130,59759,6,4325376,7096736125,771,66,1374,1050492,89293182,0
74.125.226.72,443,10.8.8.138,39606,6,4325376,240633244116,18,66,1374,5600,20388977,5
10.8.8.222,61733,224.0.0.252,5355,17,4194304,410748310,2,64,64,128,4194304,6
204.236.238.164,1756,10.8.8.138,53065,6,3932160,2124517981,263,60,1374,349540,87100583,5
209.148.205.16,80,10.8.8.138,58750,6,4325376,210716991692,6,66,66,396,4325376,5
157.55.130.147,443,10.8.0.6,40273,17,0,0,1,68,68,68,4456448,-1
10.8.8.130,49039,207.241.226.111,6969,6,4325376,376572562,6,66,412,750,8192000,4
23.21.207.234,443,10.8.8.138,46958,6,3932160,365931002413,138,60,1374,40951,19447570,0
81.137.205.196,23528,10.8.8.130,48860,6,4587520,1180727661404,1443,66,1374,184432,8376254,3
10.8.0.6,40273,65.55.223.46,40011,17,0,0,1,74,74,74,4849664,-1
74.125.226.46,443,10.8.8.138,56017,17,0,0,1,1392,1392,1392,91226112,-1
176.233.91.255,59205,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
204.236.238.164,1841,10.8.8.138,38108,6,3932160,992797265,12,60,1374,6011,32828074,2
10.8.8.130,43499,207.241.236.176,80,6,4325376,7491208838,766,66,253,54021,4621828,0
74.125.226.56,443,10.8.8.138,38170,6,4325376,240609062901,16,66,216,1413,5787648,5
10.8.8.134,44696,74.7.71.14,62639,6,4325376,63206982601,110,66,1374,45498,27106881,2
10.8.0.10,42736,216.58.219.238,443,6,4325376,175259788781,24,66,1404,4351,11881130,0
10.8.8.178,52390,216.58.210.33,443,6,4325376,4781110989,14,66,281,1545,7232365,0
10.8.0.6,49049,54.231.17.48,80,6,3932160,259184987696,8,60,60,480,3932160,0
213.199.179.169,40008,10.8.8.178,15685,17,0,0,1,62,62,62,4063232,-1
216.58.210.33,443,10.8.8.178,52387,6,4325376,4302947970,14,66,1374,4986,23340178,0
75.101.155.12,22,10.8.8.138,47126,6,4325376,2197657011166,3389,66,1074,275364,5324949,0
74.125.226.71,443,10.8.8.138,43676,17,37617664,832121560,11,70,1392,8173,48693248,5
173.194.123.64,443,10.8.0.10,50480,6,4325376,184505506,24,66,1404,12356,33740117,0
10.8.0.10,34992,69.171.255.36,3478,17,0,0,1,70,70,70,4587520,-1
178.168.63.248,35394,10.8.0.6,49561,6,4325376,11292420435,9,66,134,722,5257443,6
10.8.0.6,41378,174.4.162.172,57397,6,4325376,58164622509,16,66,165,1275,5222400,6
10.8.8.130,32934,67.18.187.111,123,17,0,0,1,90,90,90,5898240,-1
209.148.205.26,443,10.8.0.10,34040,6,3932160,186400335155,54,60,1404,51091,62005551,0
111.221.74.27,40034,10.8.8.130,49539,17,4128768,9974454762902,5,62,110,359,4705484,1
10.8.8.178,38085,63.245.217.113,443,6,4325376,13700561219,20,66,631,2504,8205107,0
10.8.0.6,36439,157.55.56.157,40008,6,6160384,3866738764537,402,66,998,71194,11606392,0
137.117.177.33,443,10.8.8.130,41970,6,4325376,1015674709,15,66,1374,12570,54919168,0
113.159.167.150,48591,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
176.63.102.150,55041,10.8.8.130,51413,17,0,0,1,361,361,361,23658496,-1
10.8.8.222,60191,224.0.0.252,5355,17,4194304,410770916,2,64,64,128,4194304,6
10.8.8.130,51413,96.21.228.188,51790,17,8912896,69402459777,3,100,139,375,8192000,4
10.8.8.130,52072,207.241.227.82,80,6,4325376,9245196740,968,66,277,69778,4724143,0
10.8.0.6,0,131.202.244.5,0,1,29032448,1525253199598,5,310,479,2023,26515865,6
131.202.240.150,39518,108.160.163.107,443,6,4325376,77033998067,10,66,66,660,4325376,5
10.8.8.134,60702,68.186.166.162,11413,6,4325376,62408526926,146,66,593,38286,17185693,2
10.8.8.138,46477,74.125.226.46,443,17,5373952,52184687175,13,82,1392,4669,23537506,5
10.8.8.222,49278,224.0.0.252,5355,17,4194304,414018738,2,64,64,128,4194304,6
10.8.8.110,37448,64.233.184.16,465,6,4325376,2283335066,15,66,583,2334,10197401,0
10.8.8.246,56218,224.0.0.252,5355,17,4194304,412324900,2,64,64,128,4194304,6
10.8.8.130,59991,86.170.118.247,12431,6,4325376,62270153064,155,66,1090,48948,20695845,2
10.8.8.130,33868,207.241.227.212,80,6,4325376,9070722285,196,66,249,13295,4445413,0
10.8.8.130,45197,216.58.210.14,443,6,4325376,4440103398,14,66,269,1533,7176192,0
209.148.205.32,80,10.8.8.138,41295,6,4325376,127487008995,4,66,66,264,4325376,5
10.8.0.14,42725,173.194.123.3,443,6,4325376,87656876814,27,66,1404,13755,33386951,0
10.8.8.130,51413,134.173.128.153,51413,17,0,0,1,139,139,139,9109504,-1
10.8.0.6,40273,111.221.74.15,443,17,0,0,1,60,60,60,3932160,-1
31.134.249.45,18486,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
104.156.81.217,443,10.8.8.138,35238,6,20185088,275990106,5,74,1374,4376,57357107,5
10.8.0.10,56713,173.194.123.11,443,6,4325376,224233635244,27,66,589,3510,8519680,0
69.171.255.36,3478,10.8.0.10,37781,17,0,0,1,74,74,74,4849664,-1
50.183.58.89,61070,10.8.8.134,36795,6,4325376,62766083226,101,66,128,6831,4432439,2
10.8.8.134,15685,124.148.119.161,16668,17,0,0,1,60,60,60,3932160,-1
77.72.169.160,6901,10.8.8.246,32823,17,0,0,1,84,84,84,5505024,-1
10.8.8.138,56582,208.117.251.116,443,6,4325376,20584683006,7,66,583,1038,9718052,5
173.194.123.7,80,10.8.0.10,38355,6,4325376,149050904208,24,66,847,7840,21408426,0
23.235.33.217,443,10.8.8.138,44714,6,4325376,18459018752,4,66,97,295,4833280,5
10.8.0.6,40273,111.221.74.45,443,17,0,0,1,60,60,60,3932160,-1
157.55.235.154,40029,10.8.0.6,40273,17,3932160,8185,2,60,1397,1457,47742976,6
74.125.226.38,80,10.8.8.138,41833,6,4325376,240497951860,10,66,233,835,5472256,5
10.8.0.6,40273,157.55.56.153,40012,17,11927552,3188753966176,8,181,182,1452,11894784,6
10.8.8.130,59226,157.56.114.104,80,6,4325376,329228244,5,66,288,560,7340032,0
10.8.8.222,53469,224.0.0.252,5355,17,4194304,410844304,2,64,64,128,4194304,6
10.8.8.246,64930,224.0.0.252,5355,17,4194304,411840034,2,64,64,128,4194304,6
10.8.8.222,62100,224.0.0.252,5355,17,4194304,411477780,2,64,64,128,4194304,6
10.8.8.130,49539,111.221.77.169,443,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,58903,129.42.161.35,9692,6,4849664,7001755593,4,74,74,296,4849664,6
130.88.8.60,56289,10.8.8.134,15685,17,4194304,879453854164,1651,60,576,311091,12348673,2
10.8.8.130,35397,173.254.221.69,123,17,0,0,1,90,90,90,5898240,-1
10.8.8.138,55570,75.101.155.12,1420,6,4325376,1013955105,12,66,333,1350,7372800,2
74.125.226.34,443,10.8.8.138,36291,17,79822848,11724958081,10,74,1392,8738,57265356,5
173.252.79.94,50009,10.8.0.10,58427,17,6160384,2670328260048,5,94,146,546,7156531,6
131.202.6.26,13000,10.8.8.222,61108,6,3932160,1654912867,13,60,1374,6440,32465526,6
10.8.8.134,15685,65.55.223.14,40029,17,5439488,2702862865861,2,83,83,166,5439488,2
10.8.0.6,42875,141.219.235.176,60830,6,4325376,16884384711,12,66,175,983,5368490,6
173.194.67.16,465,10.8.8.234,37859,6,3932160,3103784037,19,60,302,2131,7350379,0
108.160.172.236,443,10.8.8.138,57159,6,4325376,60887551787,12,66,1374,6517,35591509,5
10.8.8.134,60228,73.6.148.222,18722,6,4325376,62689822324,68,66,593,8517,8208384,2
96.21.228.188,51790,10.8.8.130,51413,17,21692416,69397390805,3,112,361,804,17563648,4
10.8.8.222,60940,224.0.0.252,5355,17,4194304,416001256,2,64,64,128,4194304,6
74.125.226.35,443,10.8.8.138,54880,6,4325376,240629763878,16,66,216,1413,5787648,5
184.166.38.160,11767,10.8.8.134,36137,6,4325376,62753179715,141,66,123,9470,4401602,2
10.8.0.6,40273,157.55.56.162,40015,17,0,0,1,78,78,78,5111808,-1
141.219.235.176,60830,10.8.0.6,42887,6,4325376,489475029977,260,66,1127,73432,18509382,3
157.55.130.155,40012,10.8.0.6,40273,17,0,0,1,630,630,630,41287680,-1
10.8.8.178,39796,216.58.210.46,443,6,7340032,560369327744,734,66,1374,870259,77702035,0
