SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
10.8.8.134,15685,157.56.52.41,40028,17,0,1,76,76,76,4980736,-1
23.63.99.210,443,10.8.8.178,43066,6,4325376,35,66,1374,25223,47228986,5
10.8.0.10,35049,216.58.219.229,443,6,4325376,22,66,1404,4747,14140881,0
10.8.8.130,42934,131.253.61.84,443,6,3932160,19,60,475,2125,7329684,0
10.8.8.134,15685,110.66.238.83,8031,17,0,1,60,60,60,3932160,-1
216.58.210.35,80,10.8.8.178,35476,6,4325376,2,66,74,140,4587520,5
10.8.8.246,29915,131.202.6.26,13000,6,3932160,16,60,1374,7102,29089792,5
10.8.0.10,50480,173.194.123.64,443,6,7012352,20,66,701,3739,12251955,0
207.241.227.212,80,10.8.8.130,33822,6,4325376,2016,66,1374,2756424,89605656,5
10.8.8.246,53175,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
207.241.237.128,80,10.8.8.130,47789,6,4325376,3706,66,1374,5065424,89575722,5
10.8.0.6,57032,173.194.123.121,80,6,4325376,7,66,66,462,4325376,5
10.8.0.6,40273,157.55.235.168,40003,17,12124160,7,183,185,1289,12067986,6
207.241.237.128,80,10.8.8.130,47786,6,3932160,2823,60,1374,3859075,89588501,5
10.8.8.110,45061,63.245.217.162,443,6,4325376,13,66,759,2829,14261641,0
10.8.0.10,40447,91.189.89.240,80,6,4325376,4,66,74,272,4456448,5
10.8.8.130,48064,157.56.53.42,12350,6,4325376,15,66,470,2099,9170670,0
10.8.8.130,56674,188.142.21.88,23513,6,4849664,3,74,74,222,4849664,2
10.8.8.138,57396,204.236.238.164,1517,6,3932160,247,60,1374,322343,85526602,0
81.57.181.36,39917,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.134,15685,157.56.52.27,443,17,0,1,60,60,60,3932160,-1
98.117.6.234,0,10.8.8.134,0,1,0,1,88,88,88,5767168,-1
10.8.8.134,15685,113.144.223.58,19078,17,0,1,60,60,60,3932160,-1
10.8.8.138,49971,107.22.243.234,80,6,4325376,9,66,1374,3428,24961934,5
157.56.198.10,80,10.8.8.130,34575,6,4325376,5,66,654,926,12137267,0
216.58.210.3,443,10.8.8.130,34930,6,3932160,273,60,1374,325476,78133315,5
10.8.8.138,49845,23.235.44.143,443,6,4325376,4,66,66,264,4325376,5
10.8.8.178,57186,216.58.208.45,443,6,4325376,16,66,273,1715,7024640,0
10.8.0.10,18420,111.221.77.159,40005,17,5570560,5,63,85,383,5020057,6
216.58.221.142,443,10.8.8.138,59312,17,0,1,1392,1392,1392,91226112,-1
10.8.8.138,39956,74.125.226.37,443,17,5373952,4,82,1392,3309,54214656,5
10.8.8.130,59759,207.241.228.122,80,6,4325376,420,66,365,29122,4544141,0
10.8.8.134,15685,126.13.65.82,29751,17,0,1,60,60,60,3932160,-1
182.189.132.69,33865,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
64.233.184.16,465,10.8.8.110,37396,6,3932160,19,60,304,2133,7357278,0
10.8.8.134,15685,113.197.139.145,6515,17,0,1,60,60,60,3932160,-1
10.8.8.138,56565,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.0.14,53935,173.194.123.5,443,6,4325376,4,66,112,387,6340608,0
216.58.210.14,443,10.8.8.130,45197,6,4325376,13,66,1374,5156,25992585,5
10.8.8.130,49539,73.7.240.157,38028,17,0,1,60,60,60,3932160,-1
10.8.0.10,33815,173.252.79.90,3478,6,4325376,8,66,218,732,5996544,0
91.190.216.53,12350,10.8.8.130,49637,6,4325376,14,66,501,2071,9694646,0
10.8.8.138,44296,204.236.238.164,1901,6,3932160,79,60,1374,91054,75535632,0
10.8.8.134,36636,24.140.134.21,45411,6,4325376,12,66,168,1004,5483178,2
10.8.8.246,63840,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,51585,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,58708,74.125.226.73,443,17,5177344,8,79,1392,2744,22478848,5
131.202.240.150,39222,216.58.219.205,443,6,4325376,2,66,66,132,4325376,5
10.8.8.110,37397,64.233.184.16,465,6,4325376,15,66,583,2336,10206139,0
111.221.74.18,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.134,60674,68.186.166.162,11413,6,4325376,188,66,593,66373,23137345,2
10.8.8.134,15685,24.140.134.21,45411,17,4194304,3,64,64,192,4194304,6
10.8.8.138,56558,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.8.134,15685,122.52.129.92,24765,17,0,1,60,60,60,3932160,-1
10.8.8.130,49539,157.55.56.156,443,17,0,1,60,60,60,3932160,-1
157.55.130.154,40010,10.8.8.130,49539,17,4128768,7,62,63,438,4100681,1
204.236.238.164,1214,10.8.8.138,36577,6,4325376,110,66,1374,11494,6847916,5
10.8.8.246,58669,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
208.117.251.116,443,10.8.8.138,56573,6,4325376,5,66,203,475,6225920,5
10.8.8.130,51413,2.135.130.83,6881,17,0,1,139,139,139,9109504,-1
74.125.226.33,443,10.8.8.138,39095,17,64421888,12,74,1392,8129,44395178,5
10.8.8.134,41106,81.137.205.196,23528,6,4587520,1658,66,1374,182697,7221490,0
10.8.8.234,0,78.46.223.24,0,1,19529728,10,298,298,2980,19529728,3
113.197.139.145,6515,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.138,56613,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.0.6,40273,111.221.77.159,40005,17,0,1,76,76,76,4980736,-1
10.8.0.6,40273,149.160.219.52,12450,17,0,1,60,60,60,3932160,-1
68.232.34.191,443,10.8.8.178,41066,6,3932160,8,60,1374,4655,38133760,0
216.58.210.3,443,10.8.8.130,34934,6,3932160,32,60,1354,8068,16523264,0
10.8.8.130,43540,207.241.236.176,80,6,4325376,246,66,248,17186,4578462,0
10.8.8.138,36591,184.29.141.131,443,6,3932160,5,60,66,318,4168089,5
10.8.0.6,40273,65.55.223.18,40010,17,12255232,10,120,196,1712,11219763,6
10.8.8.130,47697,207.241.237.128,80,6,4325376,2042,66,301,143265,4597950,0
10.8.8.130,51413,96.21.228.188,51790,17,8912896,3,100,139,375,8192000,4
10.8.0.6,40440,137.116.224.167,443,6,4325376,11,66,743,1836,10938554,0
10.8.8.130,33781,207.241.227.212,80,6,4325376,2592,66,255,183433,4637910,0
10.8.8.130,54528,239.255.255.250,1900,17,11403264,2,174,175,349,11436032,2
10.8.8.246,55176,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
63.245.217.162,443,10.8.8.110,45062,6,3932160,13,60,1374,4187,21107633,0
208.117.251.116,443,10.8.8.138,56631,6,4325376,5,66,203,475,6225920,5
10.8.8.138,36943,74.125.226.36,443,17,5373952,9,79,1392,6795,49479680,5
157.56.52.28,40028,10.8.0.6,40273,17,0,1,548,548,548,35913728,-1
72.39.249.200,18990,10.8.0.6,40273,17,4128768,3,63,63,189,4128768,2
10.8.0.10,44819,82.165.251.100,80,6,3932160,5,60,74,314,4115660,0
157.56.114.104,80,10.8.8.130,59263,6,4325376,5,66,464,736,9646899,0
10.8.8.222,54954,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
81.105.201.97,21981,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.134,15685,101.161.172.14,50390,17,0,1,60,60,60,3932160,-1
10.8.8.130,59749,207.241.228.122,80,6,4325376,987,66,277,71034,4716600,0
74.125.226.41,443,10.8.8.138,44627,6,4325376,19,66,1374,5666,19543525,5
10.8.8.134,15685,74.96.114.104,40478,17,0,1,60,60,60,3932160,-1
74.125.226.40,443,10.8.8.138,52699,6,4325376,20,66,1374,5733,18785894,5
10.8.8.138,33638,23.235.37.217,443,6,4325376,4,66,66,264,4325376,5
130.88.8.60,56289,10.8.8.130,42497,6,4325376,7,66,175,664,6216557,2
74.125.226.45,443,10.8.8.138,47827,6,4325376,5,66,129,393,5151129,5
64.4.23.169,40015,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.178,59904,216.58.210.46,80,6,4325376,21,66,503,2705,8441660,0
204.236.238.164,1972,10.8.8.138,40282,6,3932160,957,60,1374,1303862,89289341,5
204.236.238.164,1751,10.8.8.138,33796,6,4325376,3832,66,1374,258826,4426518,5
77.41.58.200,57581,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
114.142.204.42,62913,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
64.233.184.16,465,10.8.8.110,37413,6,3932160,19,60,304,2133,7357278,0
10.8.8.130,51413,2.222.178.223,53589,17,0,1,139,139,139,9109504,-1
74.125.226.35,443,10.8.8.138,54977,6,4325376,18,66,1374,5586,20338005,5
10.8.0.10,33815,173.194.123.5,443,6,7274496,92,66,1404,26624,18965548,0
23.23.138.128,443,10.8.0.6,47318,6,4325376,4,66,97,295,4833280,5
10.8.8.138,37960,216.58.219.205,443,17,5373952,10,82,1392,6459,42329702,5
10.8.8.130,52099,207.241.227.82,80,6,4325376,1295,66,277,89516,4530131,0
208.117.251.116,443,10.8.8.138,56619,6,4325376,5,66,203,475,6225920,5
10.8.8.134,50304,67.180.224.48,35916,6,4325376,215,66,1374,105282,32091912,0
184.162.79.221,21315,10.8.8.130,49539,17,4194304,3,64,64,192,4194304,6
131.253.61.84,443,10.8.8.130,42936,6,3932160,19,60,590,9088,31346903,2
173.194.67.189,443,10.8.8.178,57866,6,4325376,395,66,1354,201638,33454551,0
10.8.8.130,59896,23.63.99.232,443,6,3932160,13,60,567,1607,8101257,0
10.8.8.246,29938,131.202.6.26,13000,6,3932160,16,60,1374,6916,28327936,5
91.190.218.34,443,10.8.8.130,39118,6,3932160,70,60,1266,68173,63825510,0
99.242.236.70,38938,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.138,49928,23.235.44.143,443,6,4325376,4,66,66,264,4325376,5
208.117.251.116,443,10.8.8.138,56647,6,7143424,1709,66,1374,2327210,89242852,0
74.125.226.56,443,10.8.8.138,51142,6,4325376,12,66,219,1089,5947392,0
184.99.183.219,40063,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
131.202.240.150,46433,216.58.219.195,443,6,4325376,2,66,66,132,4325376,5
77.223.44.50,59190,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.6,40273,64.4.23.145,40009,17,5046272,2,77,77,154,5046272,6
173.194.123.12,443,10.8.0.10,43045,6,4325376,11,66,1404,4685,27912378,0
10.8.0.6,40273,64.4.23.152,40002,17,0,1,74,74,74,4849664,-1
10.8.0.10,56582,173.194.123.11,443,6,7012352,40,66,572,3808,6239027,2
10.8.8.134,15685,118.69.78.120,47895,17,0,1,60,60,60,3932160,-1
213.199.179.159,40004,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
87.67.124.88,50697,10.8.8.130,51413,17,0,1,379,379,379,24838144,-1
64.233.184.16,465,10.8.8.110,37444,6,3932160,20,60,304,2193,7186022,0
204.236.238.164,1901,10.8.8.138,44296,6,4325376,43,66,1374,7072,10778385,5
199.233.217.27,123,10.8.8.110,50349,17,0,1,90,90,90,5898240,-1
10.8.8.130,33814,207.241.227.212,80,6,4325376,4281,66,255,300225,4596016,0
209.148.205.16,80,10.8.8.138,58754,6,4325376,6,66,66,396,4325376,5
10.8.8.130,49539,157.56.52.30,443,17,0,1,60,60,60,3932160,-1
10.8.8.246,62998,224.0.0.252,5355,17,4194304,4,64,64,256,4194304,2
10.8.8.134,57340,75.171.70.99,60538,6,4325376,84,66,593,30347,23676440,6
10.8.0.10,33743,173.194.123.4,443,6,3932160,12,60,265,1223,6679210,0
10.8.8.130,33836,207.241.227.212,80,6,4325376,342,66,249,24443,4683907,0
131.202.240.150,39518,108.160.163.107,443,6,4325376,10,66,66,660,4325376,0
136.169.222.142,34517,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.130,49539,189.26.171.43,38228,17,0,1,60,60,60,3932160,-1
75.101.155.12,1831,10.8.8.138,41166,6,4325376,122,66,1374,12286,6599797,5
173.194.123.8,443,10.8.0.14,34666,6,3932160,19,60,1404,6047,20857694,0
82.244.202.67,57449,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.0.6,40273,157.55.130.147,443,17,0,1,60,60,60,3932160,-1
10.8.8.222,54713,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,157.55.56.154,40023,17,0,1,79,79,79,5177344,-1
10.8.8.178,38245,216.58.208.46,443,6,4325376,8,66,175,844,6914048,0
74.125.29.155,443,10.8.8.138,44652,6,4325376,5,66,129,393,5151129,5
10.8.8.178,34579,64.12.27.65,443,6,3932160,3,60,60,180,3932160,0
46.158.195.110,52376,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
157.56.52.39,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
216.58.210.3,443,10.8.8.130,34918,6,3932160,13,60,212,1190,5999064,0
10.8.8.138,51243,23.52.152.64,443,6,3932160,5,60,66,318,4168089,5
65.55.223.22,40017,10.8.0.6,40273,17,0,1,1339,1339,1339,87752704,-1
111.221.74.31,40033,10.8.0.6,40273,17,0,1,1326,1326,1326,86900736,-1
91.189.89.240,80,10.8.0.10,40447,6,4325376,2,66,74,140,4587520,5
10.8.0.10,48962,173.194.123.1,443,6,7012352,2047,66,1404,1032223,33047272,0
74.125.226.48,443,10.8.8.138,57978,6,4325376,8,66,129,591,4841472,0
10.8.8.246,50596,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,37009,216.58.219.205,443,6,4325376,4,66,74,272,4456448,5
173.223.153.85,443,10.8.8.138,59117,6,4325376,4,66,119,317,5193728,5
216.58.210.2,443,10.8.8.130,58124,6,3932160,4,60,126,318,5210112,0
10.8.8.178,57866,173.194.67.189,443,6,4325376,386,66,452,40624,6897239,0
173.194.123.2,443,10.8.0.10,46072,6,3932160,60,60,1404,10046,10972910,0
208.117.240.241,443,10.8.8.138,53292,6,4325376,2,66,66,132,4325376,5
10.8.8.222,53075,77.72.169.133,11113,17,3932160,43,60,163,4596,7004731,6
178.255.83.1,80,10.8.8.222,61120,6,3932160,5,60,928,1174,15387852,0
10.8.0.6,40273,111.221.74.46,40030,17,4915200,2,75,75,150,4915200,6
10.8.0.6,40273,213.199.179.159,40005,17,0,1,76,76,76,4980736,-1
10.8.8.134,15685,111.221.74.27,40034,17,5046272,2,77,77,154,5046272,6
72.21.91.187,443,10.8.8.138,36922,6,4325376,6,66,97,427,4663978,5
10.8.8.130,51413,77.108.84.209,59319,17,0,1,139,139,139,9109504,-1
10.8.0.10,49049,173.194.123.1,443,6,3932160,13,60,269,1281,6457816,0
10.8.8.138,56644,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.8.138,58798,204.236.238.164,1620,6,4325376,86,66,333,6282,4787176,2
23.235.44.143,443,10.8.8.138,49845,6,4325376,4,66,97,295,4833280,5
10.8.8.138,59107,173.223.153.85,443,6,3932160,5,60,66,318,4168089,5
10.8.0.6,40273,111.221.77.160,40010,17,4980736,2,76,76,152,4980736,6
173.252.79.90,3478,10.8.0.10,57436,6,4325376,5,66,170,518,6789529,0
10.8.8.222,65158,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,51740,74.125.226.37,443,17,5177344,16,79,1392,6377,26120192,5
10.8.8.222,57601,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,80.174.169.116,57382,17,0,1,60,60,60,3932160,-1
111.221.74.19,40017,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
161.69.13.21,443,10.8.8.222,61136,6,3932160,18,60,1374,8154,29687808,0
10.8.0.14,53770,216.58.219.229,443,6,4325376,19,66,1404,4242,14631774,0
10.8.8.130,37114,23.194.214.42,443,6,3932160,11,60,408,1274,7590260,0
10.8.8.134,15685,73.185.190.67,20747,17,0,1,60,60,60,3932160,-1
207.241.236.176,80,10.8.8.130,43559,6,4325376,406,66,1374,551489,89020648,5
157.55.56.149,40024,10.8.0.6,40273,17,4063232,3,62,62,186,4063232,2
10.8.8.138,49154,74.125.226.46,443,17,5570560,11,82,1392,8158,48603880,5
64.4.23.169,40008,10.8.8.134,15685,17,0,1,63,63,63,4128768,-1
10.8.0.6,40273,111.221.74.34,40026,17,0,1,74,74,74,4849664,-1
173.252.79.94,443,10.8.0.10,53244,6,4325376,8,66,170,872,7143424,6
10.8.8.138,57746,209.148.205.41,80,6,4325376,39,66,636,3144,5283209,0
91.189.89.22,443,10.8.0.10,45543,6,4325376,14,66,1404,7239,33886793,0
10.8.0.6,41378,174.4.162.172,57397,6,4325376,16,66,165,1275,5222400,2
216.58.210.5,443,10.8.8.130,44995,6,4325376,12,66,1087,2422,13227349,0
10.8.8.246,65049,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,39606,74.125.226.72,443,6,4325376,19,66,328,1924,6636382,2
10.8.8.134,15685,110.175.124.54,15989,17,0,1,60,60,60,3932160,-1
124.96.64.15,45771,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
109.207.94.205,20904,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.138,51239,74.125.226.56,443,6,4325376,18,66,583,2083,7583971,0
173.252.79.94,50009,10.8.0.10,43459,17,6160384,5,94,146,546,7156531,6
10.8.8.130,51413,75.191.138.202,39722,17,4063232,13,62,611,1956,9860647,4
207.241.224.2,80,10.8.8.130,55918,6,4325376,5,66,424,696,9122611,0
134.173.128.153,51413,10.8.8.130,51413,17,0,1,327,327,327,21430272,-1
173.194.123.111,443,10.8.0.10,44866,6,4325376,9,66,1404,4863,35411285,0
10.8.0.10,38659,173.194.123.9,443,6,4325376,16,66,1404,4932,20201472,0
10.8.8.110,37444,64.233.184.16,465,6,4325376,16,66,583,2427,9940992,0
10.8.8.246,63236,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,92.84.157.162,26731,17,0,1,60,60,60,3932160,-1
208.117.251.116,443,10.8.8.138,56576,6,4325376,2819,66,1374,3847315,89442226,0
10.8.8.134,15685,173.171.142.152,12469,17,0,1,60,60,60,3932160,-1
63.245.217.114,443,10.8.8.110,54950,6,3932160,25,60,1374,23660,62023270,5
74.125.226.47,443,10.8.8.138,39020,17,22151168,3,74,1392,1804,39408981,5
10.8.8.138,54813,74.125.226.37,443,17,5177344,2,79,1392,1471,48201728,5
10.8.8.178,51900,216.58.208.37,443,6,4325376,14,66,1374,3919,18345398,0
10.8.8.134,15685,72.181.76.239,13517,17,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.55.235.150,40017,17,0,1,74,74,74,4849664,-1
10.8.8.130,38596,82.28.221.2,17920,6,4325376,13,66,167,1103,5560477,2
91.189.89.240,80,10.8.8.178,52914,6,4325376,17,66,1374,3891,15000033,0
213.199.179.141,40016,10.8.8.130,49539,17,9175040,3,140,140,420,9175040,4
10.8.8.246,49394,224.0.0.252,5355,17,4194304,4,64,64,256,4194304,2
10.8.8.130,49539,79.16.130.173,24697,17,0,1,60,60,60,3932160,-1
74.125.226.35,443,10.8.8.138,34380,17,31916032,11,74,1392,7519,44796834,0
10.8.8.246,49928,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,213.199.179.155,40021,17,30343168,3,463,463,1389,30343168,2
10.8.8.222,52662,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
216.58.208.35,443,10.8.8.178,52153,6,3932160,10,60,931,1742,11416371,0
173.194.123.5,443,10.8.0.6,39047,6,4325376,35,66,1404,9645,18059849,0
64.233.184.16,465,10.8.8.110,37407,6,3932160,20,60,304,2193,7186022,0
173.194.123.28,443,10.8.0.10,56381,6,3932160,22,60,1404,6229,18555624,0
10.8.8.138,43679,204.236.238.164,1291,6,4325376,12,66,173,1174,6411605,2
64.233.184.16,465,10.8.8.110,37429,6,3932160,20,60,304,2193,7186022,0
10.8.8.138,53583,74.125.226.33,443,17,5177344,14,79,1392,5738,26860397,5
216.58.210.33,443,10.8.8.178,52387,6,4325376,14,66,1374,4986,23340178,5
178.211.244.196,27425,10.8.0.6,40273,17,4194304,3,64,64,192,4194304,6
10.8.8.138,41534,74.125.226.38,443,6,5111808,19,66,328,1920,6622585,2
207.241.236.176,80,10.8.8.130,43494,6,3932160,2820,60,1374,3858865,89678927,5
157.55.130.174,40016,10.8.0.6,40273,17,0,1,1004,1004,1004,65798144,-1
10.8.8.246,52191,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.252.79.90,50015,10.8.0.10,57321,17,7733248,2,118,146,264,8650752,6
10.8.8.110,37429,64.233.184.16,465,6,4325376,16,66,583,2427,9940992,0
10.8.8.246,29936,131.253.18.253,443,6,4063232,3,62,66,194,4237994,0
173.252.100.18,443,10.8.8.178,45583,6,3932160,7,60,111,608,5692269,0
204.236.238.164,1886,10.8.8.138,44567,6,3932160,219,60,1374,289753,86708916,5
10.8.8.134,36828,50.183.58.89,61070,6,4325376,118,66,593,33473,18590563,2
157.55.56.160,40016,10.8.0.6,40273,17,32505856,3,110,496,1102,24073557,6
10.8.8.134,48915,174.21.67.7,36864,6,4325376,41,66,166,3286,5252470,6
10.8.8.246,62977,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,53595,173.194.67.99,443,6,4325376,27,66,959,3988,9679909,5
10.8.0.10,59061,173.194.207.127,19302,17,4063232,89,62,62,5518,4063232,6
74.125.226.34,443,10.8.8.138,42220,6,4325376,18,66,1374,5601,20392618,5
104.156.85.217,443,10.8.8.138,33967,6,4325376,4,66,97,295,4833280,5
216.58.210.46,443,10.8.8.222,61161,6,3932160,10,60,1374,6304,41313894,0
157.55.130.174,40017,10.8.8.130,49539,17,0,1,60,60,60,3932160,-1
74.125.226.32,80,10.8.0.10,45128,6,4325376,2,66,74,140,4587520,5
10.8.8.134,51882,98.251.71.160,16311,6,4325376,260,66,1374,119424,30102197,6
10.8.8.246,64177,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
111.221.74.46,40001,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.0.10,35162,216.58.219.237,443,6,7274496,56,66,1404,17032,19932306,0
10.8.0.10,56503,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
173.194.123.3,443,10.8.0.14,42880,6,3932160,29,60,1404,7483,16910547,0
10.8.8.246,63688,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
64.4.23.148,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.138,53881,204.236.238.164,1362,6,3932160,1989,60,1374,2715373,89469424,0
10.8.0.6,40273,157.55.130.155,40001,17,0,1,78,78,78,5111808,-1
10.8.8.234,56545,74.125.71.16,993,6,3932160,251,60,593,24276,6338453,0
10.8.8.222,50477,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,15685,111.221.74.41,40029,17,0,1,76,76,76,4980736,-1
10.8.8.134,43163,70.20.28.143,4395,6,4325376,122,66,1172,35366,18997919,2
10.8.8.130,47755,207.241.237.128,80,6,4325376,2911,66,296,203310,4577163,0
10.8.0.14,33015,216.58.219.237,443,6,4325376,6,66,66,396,4325376,5
157.56.114.104,80,10.8.8.130,59226,6,4325376,5,66,464,736,9646899,0
157.55.130.147,40019,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
70.20.28.143,4395,10.8.8.134,43163,6,3932160,80,60,136,5458,4471193,6
10.8.0.10,37067,173.252.79.90,50015,17,12713984,2,86,194,280,9175040,6
74.125.226.35,443,10.8.8.138,49132,17,66912256,3,74,1392,2487,54329344,5
82.28.221.2,17920,10.8.8.130,38582,6,4325376,10,66,153,835,5472256,2
108.160.163.107,443,10.8.8.138,36320,6,4325376,137,66,343,28192,13486065,0
64.233.184.16,465,10.8.8.110,37420,6,3932160,20,60,304,2199,7205683,0
10.8.8.130,59134,207.241.227.188,80,6,4325376,902,66,296,61322,4455430,0
157.55.56.159,40004,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.222,56140,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,46320,23.9.123.27,80,6,4325376,4,66,66,264,4325376,5
207.241.227.212,80,10.8.8.130,33851,6,4325376,406,66,1374,551488,89020486,5
10.8.8.110,37409,64.233.184.16,465,6,4325376,17,66,583,2492,9606806,0
65.55.223.46,40007,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
23.52.153.2,443,10.8.8.138,47092,6,4325376,8,66,119,581,4759552,5
207.241.237.128,80,10.8.8.130,47706,6,4325376,646,66,1374,879015,89175119,5
10.8.8.134,37938,73.25.184.121,58698,6,4325376,483,66,1374,277507,37653620,0
10.8.8.178,15685,157.55.235.151,40034,17,0,1,81,81,81,5308416,-1
10.8.8.138,38029,74.125.226.46,443,6,4325376,19,66,583,2149,7412466,0
10.8.0.10,51044,173.194.123.29,443,6,7012352,26,66,1404,4293,10821001,2
75.108.3.177,49178,10.8.8.134,15685,17,4128768,4,63,63,252,4128768,2
131.202.6.26,13000,10.8.8.222,61108,6,3932160,13,60,1374,6440,32465526,2
10.8.0.6,40273,157.55.56.152,40002,17,4849664,2,74,74,148,4849664,6
10.8.8.134,15685,175.32.19.218,38482,17,0,1,60,60,60,3932160,-1
10.8.8.130,49539,212.67.144.167,9052,17,0,1,60,60,60,3932160,-1
23.235.37.217,443,10.8.8.138,33646,6,20185088,5,74,1374,4376,57357107,5
10.8.8.130,35857,23.194.214.46,443,6,3932160,11,60,390,1667,9931682,0
82.75.235.147,17697,10.8.8.130,49539,17,4128768,4,63,63,252,4128768,2
173.252.79.90,50015,10.8.0.10,56503,17,7733248,2,118,146,264,8650752,6
111.221.74.23,40002,10.8.0.6,40273,17,0,1,568,568,568,37224448,-1
10.8.8.138,33719,54.164.255.216,443,6,4325376,3,66,66,198,4325376,5
10.8.8.138,59312,23.21.114.223,443,6,4325376,160,66,1015,76222,31220531,0
10.8.8.222,63345,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.32,443,10.8.0.6,53591,6,4325376,23,66,1404,6894,19643703,0
96.16.196.150,443,10.8.8.138,58049,6,4325376,5,66,119,383,5020057,5
10.8.8.134,15685,99.29.0.18,46385,17,4128768,29,63,566,9883,22334216,2
23.235.44.143,443,10.8.8.138,49929,6,4325376,4,66,97,295,4833280,5
74.125.226.36,443,10.8.8.138,44914,6,4325376,19,66,1374,5626,19405554,5
10.8.8.130,59709,207.241.228.122,80,6,4325376,344,66,366,25700,4896148,0
204.236.238.164,1936,10.8.8.138,53631,6,3932160,7421,60,1374,10170414,89816500,5
10.8.8.138,54978,74.125.226.35,443,6,4325376,4,66,74,272,4456448,5
10.8.8.134,15685,114.187.193.200,45452,17,0,1,60,60,60,3932160,-1
108.82.4.154,19616,10.8.0.10,18420,17,0,1,68,68,68,4456448,-1
90.215.67.89,0,10.8.8.130,0,1,0,1,88,88,88,5767168,-1
10.8.8.134,15685,114.165.172.93,42129,17,0,1,60,60,60,3932160,-1
157.55.130.156,40018,10.8.0.6,40273,17,4128768,7,63,63,441,4128768,6
10.8.8.178,15685,157.55.130.162,40014,17,0,1,76,76,76,4980736,-1
145.255.60.118,2259,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
10.8.0.6,42903,141.219.235.176,60830,6,4325376,10,66,152,842,5518131,6
10.8.8.138,33834,74.125.226.32,443,6,4325376,28,66,893,3593,8409673,2
173.194.123.15,443,10.8.0.10,35365,6,4325376,568,60,1404,733991,84688088,5
10.8.8.138,55343,74.125.226.32,443,17,5373952,5,82,1392,4040,52953088,5
